_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
91,1975273,16157108,22,M,B,2016-08-21T22:02:00,"6900 Block Frankstown AV Pittsburgh, PA 15208","3925 Receiving Stolen Property. / 5121 Escape. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License.","6900 Block Frankstown AV Pittsburgh, PA 15208",Homewood West,5,1207,9,2,-79.90425142,40.45803936
92,1975276,16157125,24,M,B,2016-08-21T23:28:00,"300 Block Birmingham AV Pittsburgh, PA 15210","2706 Terroristic Threats. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","300 Block Birmingham AV Pittsburgh, PA 15210",Carrick,3,2902,4,3,-79.98401857,40.40279274
93,1975384,16029218,32,M,W,2016-09-01T03:45:00,"900 Block 2nd AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"800 Block Concord ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99792377,40.45756351
94,1975511,16165050,16,M,B,2016-09-01T23:22:00,"7300 Block Frankstown AV Pittsburgh, PA 15208",6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 6110.1 Possesion of Firearm by Minor / 4914 False Identification to Law Enforcement Authorities,"7300 Block Frankstown AV Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.89405819,40.45693837
95,1975356,16162844,21,M,B,2016-08-29T23:30:00,"800 Block Sebring AV Pittsburgh, PA 15216",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount,"800 Block Sebring AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.02299777,40.41309915
96,1975358,16162854,35,M,B,2016-08-29T23:33:00,"700 Block Brushton AV Pittsburgh, PA 15221",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,"700 Block Brushton AV Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.88874138,40.45367526
97,1974535,16145596,25,F,B,2016-08-05T15:26:00,"5800 Block Forward AV Pittsburgh, PA 15217",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"5800 Block Forward AV Pittsburgh, PA 15217",Squirrel Hill South,4,1408,5,3,-79.92335695,40.4295955
98,1974941,16155030,34,M,W,2016-08-18T22:46:00,"lamar ST & Williams RD Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance,"lamar ST & Williams RD Pittsburgh, PA 15212",Northview Heights,1,2609,1,1,-79.99769601,40.4745937
99,1974954,16091081,20,M,B,2016-09-07T01:30:00,"900 Block 2ND AV Pittsburgh, PA 15219",2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"2600 Block Centre AV Pittsburgh, PA 15219",Terrace Village,2,510,6,3,-79.96841687,40.446533
100,1974940,16154303,27,M,W,2016-08-17T22:28:00,"900 Block Mina ST Pittsburgh, PA 15212",2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,"900 Block Mina ST Pittsburgh, PA 15212",Spring Hill-City View,1,2620,1,1,-79.99918422,40.46894945
101,1975298,16160440,25,M,B,2016-08-26T13:14:00,"6900 Block Chaucer ST Pittsburgh, PA 15208",903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,"6900 Block Chaucer ST Pittsburgh, PA 15208",Homewood North,5,1301,9,2,-79.90057853,40.46404145
102,1975301,16160440,40,M,B,2016-08-26T13:14:00,"6900 Block Chaucer ST Pittsburgh, PA 15208",13(a)(31) Marijuana: Possession Small Amount,"6900 Block Chaucer ST Pittsburgh, PA 15208",Homewood North,5,1301,9,2,-79.90057853,40.46404145
103,1975305,16160440,23,M,B,2016-08-26T13:14:00,"6900 Block Chaucer ST Pittsburgh, PA 15208",13(a)(31) Marijuana: Possession Small Amount,"6900 Block Chaucer ST Pittsburgh, PA 15208",Homewood North,5,1301,9,2,-79.90057853,40.46404145
104,1975306,16160487,22,M,H,2016-09-01T10:48:00,"900 Block Woodlow ST Pittsburgh, PA 15205",2701 Simple Assault.,"900 Block Woodlow ST Pittsburgh, PA 15205",Crafton Heights,6,2814,2,5,-80.05220414,40.44589982
105,1974967,16155200,22,M,W,2016-08-19T04:52:00,"2700 Block Penn AV Pittsburgh, PA 15222","5104 Resisting Arrest or Other Law Enforcement. / 3503 Criminal Trespass / 3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)","2700 Block Penn AV Pittsburgh, PA 15222",Strip District,2,203,7,6,-79.976686,40.45583223
106,1974480,16142856,52,F,B,2016-08-01T17:40:00,"Baum BL & Woodworth ST Pittsburgh, PA 15224",3802(a)(1) DUI - General Impairment,"Baum BL & Woodworth ST Pittsburgh, PA 15224",Bloomfield,5,804,7,2,-79.94287456,40.45567192
107,1974487,16143325,33,M,W,2016-08-02T12:17:00,"6800 Block Frankstown AV Pittsburgh, PA 15208",3503 Criminal Trespass,"6800 Block Frankstown AV Pittsburgh, PA 15208",Homewood West,5,1207,9,2,-79.90598029,40.45810133
108,1974489,16143325,23,F,W,2016-08-02T12:17:00,"6800 Block Frankstown AV Pittsburgh, PA 15208",3503 Criminal Trespass,"6800 Block Frankstown AV Pittsburgh, PA 15208",Homewood West,5,1207,9,2,-79.90598029,40.45810133
109,1974498,16143345,19,M,B,2016-08-02T14:02:00,"900 Block Freeport RD Pittsburgh, PA 15238",9501 Bench Warrant,"900 Block Freeport RD Pittsburgh, PA 15238",Lincoln-Lemington-Belmar,5,1201,9,2,-79.89431722,40.48808181
110,1974877,16150253,44,M,B,2016-08-12T02:48:00,"4700 Block Baum BL Pittsburgh, PA 15213",1543 Driving While Operating Privilege is Suspended or Revoked. / 4303 General Lighting Requirements. / 9501 Bench Warrant,"4700 Block Baum BL Pittsburgh, PA 15213",Bloomfield,5,804,6,3,-79.95016379,40.45399637
111,1975120,16157957,20,F,B,2016-08-23T02:15:00,"5200 Block Carnegie ST Pittsburgh, PA 15201",9501 Bench Warrant / 4914(A) False Identification to Law Enforcement,"5200 Block Carnegie ST Pittsburgh, PA 15201",Upper Lawrenceville,2,1011,7,2,-79.95346545,40.47986398
112,1975134,16159844,48,M,W,2016-08-25T18:41:00,"100 Block Dawes ST Pittsburgh, PA 15210",3934 Theft from Vehicle,"100 Block Dawes ST Pittsburgh, PA 15210",Arlington,3,1603,3,3,-79.98173887,40.41547146
113,1975256,16156354,33,F,W,2016-08-20T19:20:00,"Blossom WY & Turtle WY Pittsburgh, PA 15212",5902(a)(1) Prostitution  / 5902(a)(2) Prostitution - Loitering for purpose of,"Middle ST & Foreland ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99938941,40.45456873
114,1974507,16143310,27,M,B,2016-08-02T12:24:00,"2000 Block Arlington AV Pittsburgh, PA 15210",2701 Simple Assault.,"2000 Block Arlington AV Pittsburgh, PA 15210",South Side Slopes,3,1608,3,3,-79.97826885,40.41778816
115,1974703,16148773,23,F,B,2016-08-10T05:08:00,"Seneca ST & 5th AV Pittsburgh, PA 15219",9501 Bench Warrant,"Seneca ST & 5th AV Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.97588701,40.43814695
116,1974727,16150077,20,M,B,2016-08-11T21:10:00,"Herron AV & Milwaukee ST Pittsburgh, PA 15219","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals. / 13(a)(31) Marijuana: Possession Small Amount","Herron AV & Milwaukee ST Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.96437732,40.45227105
117,1974464,16144161,36,M,B,2016-08-03T16:15:00,"300 Block S Main ST Pittsburgh, PA 15220",4304(a)(1) Endangering Welfare of Children.,"1400 Block Crucible ST Pittsburgh, PA 15220",Crafton Heights,6,2814,2,5,-80.04968352,40.44859775
118,1974475,16142808,47,F,B,2016-08-02T16:15:00,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","7100 Block Frankstown AV Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89848267,40.45783765
119,1974477,16142821,24,M,B,2016-08-01T16:45:00,"Superior AV & Shadeland AV Pittsburgh, PA 15212",1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(31) Marijuana: Possession Small Amount,"Superior AV & Shadeland AV Pittsburgh, PA 15212",Marshall-Shadeland,1,2704,1,1,-80.02970655,40.46805229
120,1974538,16145187,21,M,W,2016-08-05T00:12:00,"E Carson ST & S 12th ST Pittsburgh, PA 15203",3921 Theft by Unlawful Taking or Disposition. / 5505 Public Drunkenness / 13(a)(16) Possession of Controlled Substance,"1400 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98403098,40.42864859
121,1974567,16145776,29,M,W,2016-08-05T20:04:00,"4000 Block Ewing ST Pittsburgh, PA 15224",5505 Public Drunkenness / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"4000 Block Ewing ST Pittsburgh, PA 15224",Lower Lawrenceville,5,603,7,2,-79.95711993,40.46244821
122,1974570,16146505,49,M,B,2016-08-06T20:57:00,"4900 Block Dearborn ST Pittsburgh, PA 15224",2701 Simple Assault.,"4900 Block Dearborn ST Pittsburgh, PA 15224",Garfield,5,1017,9,2,-79.94500921,40.46599243
123,1975008,16156959,24,M,W,2016-08-21T17:44:00,"800 Block Brookline BL Pittsburgh, PA 15226",3701 Robbery. / 13(a)(32) Paraphernalia - Use or Possession,"1000 Block Norwich AV Pittsburgh, PA 15226",Brookline,6,1918,4,5,-80.02086926,40.38834085
124,1974608,16146050,37,F,B,2016-08-06T03:39:00,"Frankstown AV & N Braddock AV Pittsburgh, PA 15208",9015 Failure To Appear/Arrest on Attachment Order / 9501 Bench Warrant,"Frankstown AV & N Braddock AV Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.89002088,40.45595757
125,1974858,16153469,44,F,B,2016-08-16T19:25:00,"700 Block Sherwood AV Pittsburgh, PA 15204","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","700 Block Sherwood AV Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.05607748,40.45504481
126,1974873,16149023,58,M,B,2016-08-10T14:06:00,"7500 Block Hamilton AV Pittsburgh, PA 15208",1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,"7500 Block Hamilton AV Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89248194,40.45342153
127,1974997,16156199,19,M,W,2016-08-27T19:05:00,"1000 Block Brookline BL Pittsburgh, PA 15226",3922 Theft by Deception. / 5104 Resisting Arrest or Other Law Enforcement.,"1000 Block Brookline BL Pittsburgh, PA 15226",Brookline,6,1919,4,5,-80.01767607,40.39215439
128,1974502,16144282,29,M,B,2016-08-03T18:55:00,"5200 Block Interboro AV Pittsburgh, PA 15207",907 Possessing Instruments of Crime. / 3701 Robbery. / 3925 Receiving Stolen Property. / 5104 Resisting Arrest or Other Law Enforcement. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving,"5200 Block Interboro AV Pittsburgh, PA 15207",Lincoln Place,4,3102,5,3,-79.91291244,40.37023724
129,1974571,16147278,59,M,W,2016-08-08T01:45:00,"1500 Block Edgebrook AV Pittsburgh, PA 15226","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5511(c)(1) CRUELTY TO ANIMALS","1500 Block Edgebrook AV Pittsburgh, PA 15226",Brookline,6,3206,4,5,-80.00197543,40.40189932
130,1974574,16144398,46,M,B,2016-08-10T15:50:00,"600 Block 1st AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1000 Block Elbon ST Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.04123465,40.44140051
131,1974575,16147310,52,M,W,2016-08-08T03:12:00,"1300 Block Chartiers AV Pittsburgh, PA 15220",2701 Simple Assault. / 2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 5123 Contraband. / 13(a)(16) Possession of Controlled Substance / 9093 Indirect Criminal Contempt,"1300 Block Chartiers AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.04376167,40.44758823
132,1974598,16145108,32,M,W,2016-08-11T20:50:00,"600 Block 1st AV Pittsburgh, PA 15219",901 Criminal Attempt / 903 Criminal Conspiracy. / 2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 2706 Terroristic Threats. / 2901 Kidnapping. / 2902 Unlawful Restraint.,"Cedar AV & E OHIO ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00169385,40.45331224
133,1975062,16155709,51,F,W,2016-08-19T21:10:00,"100 Block Federal ST S Pittsburgh, PA 15212",5505 Public Drunkenness / 3503 Criminal Trespass / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,"100 Block Federal ST Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.00376367,40.44779138
134,1975073,16157755,24,F,W,2016-08-22T20:40:00,"20 Block Clifton ST Pittsburgh, PA 15210",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"20 Block Clifton ST Pittsburgh, PA 15210",Carrick,3,2904,4,3,-79.98155056,40.38743953
135,1975104,16156677,21,M,W,2016-08-21T04:55:00,"1600 Block E Carson ST Pittsburgh, PA 15203",3701 Robbery.,"1200 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98638716,40.42869554
136,1975142,16160953,24,M,B,2016-08-27T03:09:00,"S 17th ST & Muriel ST Pittsburgh, PA 15203",9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount,"S 17th ST & Muriel ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98191245,40.43018096
137,1975184,16150744,24,M,W,2016-08-12T18:50:00,"100 Block Art Rooney AV Pittsburgh, PA 15212",13(a)(31) Marijuana: Possession Small Amount,"100 Block Art Rooney AV Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.01631623,40.44631465
138,1975189,16150751,54,F,B,2016-08-12T19:15:00,"5th AV & Graeme ST Pittsburgh, PA 15222",5101 Obstructing Admin. of Law  / 5503 Disorderly Conduct.,"5th AV & Graeme ST Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.00249374,40.44152984
139,1975335,16162181,21,M,B,2016-08-29T01:40:00,"N Lang AV & Jonathan ST Pittsburgh, PA 15208",13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"N Lang AV & Jonathan ST Pittsburgh, PA 15208",Point Breeze North,4,1405,9,2,-79.90136227,40.45293121
140,1975338,16163642,24,M,B,2016-08-31T00:35:00,"Hamilton AV & East Liberty BL Pittsburgh, PA 15206",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,"Hamilton AV & East Liberty BL Pittsburgh, PA 15206",Larimer,5,1208,9,2,-79.91577098,40.45985821
141,1975382,16162702,17,M,B,2016-09-13T11:00:00,"600 Block 1st AV Pittsburgh, PA 15219",3502 Burglary.,"1200 Block Marshall AV Pittsburgh, PA 15212",Marshall-Shadeland,1,2704,1,1,-80.02730354,40.46489621
142,1975400,16125609,36,F,W,2016-09-15T14:00:00,"900 Block Second AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"1500 Block Broadway AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.02380107,40.41121624
143,1974690,16145929,27,F,B,2016-08-06T00:38:00,"2400 Block Chauncey DR Pittsburgh, PA 15219",2701 Simple Assault. / 2702 Aggravated Assault.,"Bedford AV & Chauncey DR Pittsburgh, PA 15219",Bedford Dwellings,2,509,6,3,-79.97224337,40.45081373
144,1975415,16144165,63,F,B,2016-09-16T20:10:00,"6200 Block Penn AV Pittsburgh, PA 15206",9015 Failure To Appear/Arrest on Attachment Order,"900 Block Freeport RD Fox Chapel, PA 15238",Westwood,5,2811,9,2,-79.89180294,40.48662475
145,1975421,16158382,30,F,W,2016-08-23T19:45:00,"1100 Block Sarah ST Pittsburgh, PA 15203",2702 Aggravated Assault.,Sarah ST,South Side Flats,3,1702,,,,
146,1975422,16158396,53,M,W,2016-08-23T18:45:00,"Breining ST & Brookline BL Pittsburgh, PA 15226",1543 Driving While Operating Privilege is Suspended or Revoked. / 3748 False Reports. / 3742.1 Accident Involv. Death/Inj. While not Licensed,"Breining ST & Brookline BL Pittsburgh, PA 15226",Brookline,6,1918,4,5,-80.01088323,40.39226783
147,1975424,16158423,34,M,W,2016-08-23T19:10:00,"1700 Block Henderson ST & Federal ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance,"1700 Block Sandusky CT & Henderson ST Pittsburgh, PA 15212",Fineview,1,2509,,,,
148,1975440,16126339,28,M,B,2016-07-07T17:20:00,"Perrysville AV & N Charles ST Pittsburgh, PA 15214","3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 607.03 Discharging Firearm or Airgun / 9501 Bench Warrant / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","100 Block Penfort ST Pittsburgh, PA 15214",Northview Heights,1,2609,1,1,-80.00282222,40.4733496
149,1974728,16149284,26,F,B,2016-08-10T20:25:00,"300 Block Kingsboro ST Pittsburgh, PA 15211",2701 Simple Assault.,"300 Block Kingsboro ST Pittsburgh, PA 15211",Mount Washington,3,1807,3,5,-80.00155548,40.42171779
150,1975464,16103120,40,M,B,2016-09-21T19:10:00,"900 Block Second AV Pittsburgh, PA 15219",2701 Simple Assault.,"1000 Block Morrison ST Pittsburgh, PA 15212",California-Kirkbride,1,2507,6,1,-80.02184895,40.4603785
151,1975500,16134258,51,F,W,2016-09-21T13:35:00,"600 Block 1st AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"Middle ST & Foreland ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99938941,40.45456873
152,1975501,16138185,54,M,B,2016-09-20T00:50:00,"900 Block 2ND AV Pittsburgh, PA 15219","2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","300 Block York WY Pittsburgh, PA 15213",Central Oakland,4,405,3,3,-79.95623505,40.43935375
153,1975506,16166202,56,M,W,2016-09-06T15:09:00,"600 Block 1st AV Pittsburgh, PA 15219",5901 Open Lewdness. / 13(a)(16) Possession of Controlled Substance,"600 Block Commonwealth PL Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.0064055,40.44173292
154,1974803,16153347,22,M,B,2016-08-30T09:16:00,"600 Block 1st AV Pittsburgh, PA 15219",4906 False Reports to Law Enforcement Authorities. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"4500 Block Liberty AV Pittsburgh, PA 15224",Bloomfield,5,802,7,2,-79.95186418,40.46291836
155,1974805,16151252,56,F,W,2016-08-13T13:33:00,"2400 Block N Meadowcroft AV Pittsburgh, PA 15216",2701 Simple Assault.,"2400 Block N Meadowcroft AV Pittsburgh, PA 15216",Banksville,6,2023,2,5,-80.04769267,40.40274515
156,1974866,16152771,29,M,B,2016-08-16T19:54:00,"1500 Block Beechview AV Pittsburgh, PA 15216",2702 Aggravated Assault. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"900 Block Saw Mill Run BL Pittsburgh, PA 15226",Bon Air,3,1806,2,5,-80.02301213,40.42665563
157,1974883,16154863,38,M,W,2016-08-18T18:35:00,"General Robinson ST W & Art Rooney AV Pittsburgh, PA 15212",13(a)(31) Marijuana: Possession Small Amount,"General Robinson ST & Art Rooney AV Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.01397546,40.44659132
158,1974889,16154151,30,F,W,2016-08-17T18:30:00,"Armstrong TUN & Forbes AV Pittsburgh, PA 15219","5507 Obstructing Highways and Passages. / 602.04(b)(1)(a) Panhandling-Hindrance to traffic: Intentionally block, obstruct, or interfere with Orderly flow of vehicles or pedestrians","Armstrong TUN & Forbes AV Pittsburgh, PA 15219",Bluff,2,103,,,,
159,1974890,16154951,59,M,B,2016-08-18T20:40:00,"Market SQ Pittsburgh, PA 15222",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,"Market SQ Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,,,,
160,1974895,16152932,35,M,B,2016-08-16T02:27:00,"7400 Block Frankstown AV Pittsburgh, PA 15208",5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"7400 Block Frankstown AV Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.8918662,40.45632743
161,1974993,16155894,32,F,B,2016-08-20T02:30:00,"900 Block Johnston AV Pittsburgh, PA 15207",2701 Simple Assault.,"900 Block Johnston AV Pittsburgh, PA 15207",Glen Hazel,4,1504,5,3,-79.92863178,40.40627758
162,1975187,16034725,43,M,B,2016-09-13T14:45:00,"900 Block Second AV Pittsburgh, PA 15219",4120 Identity Theft / 4914 False Identification to Law Enforcement Authorities,"Wood ST & Oliver AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-79.99991598,40.44144826
